hotel_name,url,hotel_url,avg_rating,tags,total_positive,total_negative,total_neutral,total_reviews
Pacific Residence,https://www.booking.com/reviews/be/hotel/aloft-brussels-schuman.en-gb.html?label=gen173nr-1DCA0oFUIWYWxvZnQtYnJ1c3NlbHMtc2NodW1hbkgzWARobIgBAZgBCbgBB8gBDdgBA-gBAYgCAagCA7gC2K_XhwbAAgHSAiQ3ZWFlN2JkMS01NTgyLTQ5NmMtODBhNi04NWQ2M2VmNDIyNWHYAgTgAgE;sid=cb78d8489b9c18246aa9830225a71862;customer_type=total;hp_nav=0;old_page=0;order=featuredreviews;page=2;r_lang=en;rows=75&,https://www.booking.com/hotel/be/aloft-brussels-schuman.en-gb.html?label=gen173nr-1DCA0oFUIWYWxvZnQtYnJ1c3NlbHMtc2NodW1hbkgzWARobIgBAZgBCbgBB8gBDdgBA-gBAYgCAagCA7gC2K_XhwbAAgHSAiQ3ZWFlN2JkMS01NTgyLTQ5NmMtODBhNi04NWQ2M2VmNDIyNWHYAgTgAgE;sid=cb78d8489b9c18246aa9830225a71862,8.8,"Savvy, Guest room, 1 King~Leisure trip~Stayed 4 nights~Stayed 1 night~Loft, Guest room, 1 King~Solo traveller~Group~Loft, Guest room, 2 Twin/Single Bed(s)~Stayed 3 nights~Submitted via mobile~Stayed 2 nights~Couple~Business trip~Family with young children",21,0,3,24
Silver Park Plaza,https://www.booking.com/reviews/be/hotel/aloft-brussels-schuman.en-gb.html?label=gen173nr-1DCA0oFUIWYWxvZnQtYnJ1c3NlbHMtc2NodW1hbkgzWARobIgBAZgBCbgBB8gBDdgBA-gBAYgCAagCA7gC2K_XhwbAAgHSAiQ3ZWFlN2JkMS01NTgyLTQ5NmMtODBhNi04NWQ2M2VmNDIyNWHYAgTgAgE;sid=cb78d8489b9c18246aa9830225a71862;customer_type=total;hp_nav=0;old_page=0;order=featuredreviews;page=3;r_lang=en;rows=75&,https://www.booking.com/hotel/be/aloft-brussels-schuman.en-gb.html?label=gen173nr-1DCA0oFUIWYWxvZnQtYnJ1c3NlbHMtc2NodW1hbkgzWARobIgBAZgBCbgBB8gBDdgBA-gBAYgCAagCA7gC2K_XhwbAAgHSAiQ3ZWFlN2JkMS01NTgyLTQ5NmMtODBhNi04NWQ2M2VmNDIyNWHYAgTgAgE;sid=cb78d8489b9c18246aa9830225a71862,8.8,"Standard King Room~Stayed 4 nights~Leisure trip~Savvy, Guest room, 1 King~Loft, Guest room, 1 King~Solo traveller~Stayed 1 night~Business trip~Standard Twin Room~Group~Loft, Guest room, 2 Twin/Single Bed(s)~Stayed 3 nights~Stayed 2 nights~Couple~Stayed 5 nights~Submitted via mobile~Family with young children",20,0,5,25
Cozy Park Inn,https://www.booking.com/reviews/be/hotel/aloft-brussels-schuman.en-gb.html?label=gen173nr-1DCA0oFUIWYWxvZnQtYnJ1c3NlbHMtc2NodW1hbkgzWARobIgBAZgBCbgBB8gBDdgBA-gBAYgCAagCA7gC2K_XhwbAAgHSAiQ3ZWFlN2JkMS01NTgyLTQ5NmMtODBhNi04NWQ2M2VmNDIyNWHYAgTgAgE;sid=cb78d8489b9c18246aa9830225a71862;customer_type=total;hp_nav=0;old_page=0;order=featuredreviews;page=4;r_lang=en;rows=75&,https://www.booking.com/hotel/be/aloft-brussels-schuman.en-gb.html?label=gen173nr-1DCA0oFUIWYWxvZnQtYnJ1c3NlbHMtc2NodW1hbkgzWARobIgBAZgBCbgBB8gBDdgBA-gBAYgCAagCA7gC2K_XhwbAAgHSAiQ3ZWFlN2JkMS01NTgyLTQ5NmMtODBhNi04NWQ2M2VmNDIyNWHYAgTgAgE;sid=cb78d8489b9c18246aa9830225a71862,8.8,Standard King Room~Leisure trip~Stayed 1 night~Standard Twin Room~Solo traveller~Business trip~People with friends~Group~Business Double or Twin Room~Stayed 3 nights~Stayed 2 nights~Couple~Submitted via mobile~Family with young children,24,0,0,24
Crystal Haven,https://www.booking.com/reviews/be/hotel/aloft-brussels-schuman.en-gb.html?label=gen173nr-1DCA0oFUIWYWxvZnQtYnJ1c3NlbHMtc2NodW1hbkgzWARobIgBAZgBCbgBB8gBDdgBA-gBAYgCAagCA7gC2K_XhwbAAgHSAiQ3ZWFlN2JkMS01NTgyLTQ5NmMtODBhNi04NWQ2M2VmNDIyNWHYAgTgAgE;sid=cb78d8489b9c18246aa9830225a71862;customer_type=total;hp_nav=0;old_page=0;order=featuredreviews;page=5;r_lang=en;rows=75&,https://www.booking.com/hotel/be/aloft-brussels-schuman.en-gb.html?label=gen173nr-1DCA0oFUIWYWxvZnQtYnJ1c3NlbHMtc2NodW1hbkgzWARobIgBAZgBCbgBB8gBDdgBA-gBAYgCAagCA7gC2K_XhwbAAgHSAiQ3ZWFlN2JkMS01NTgyLTQ5NmMtODBhNi04NWQ2M2VmNDIyNWHYAgTgAgE;sid=cb78d8489b9c18246aa9830225a71862,8.8,"Standard King Room~Savvy, Guest room, 1 King~Leisure trip~Stayed 4 nights~Solo traveller~Loft, Guest room, 1 King~Stayed 1 night~Business trip~People with friends~Group~Standard Twin Room~Loft, Guest room, 2 Twin/Single Bed(s)~Stayed 3 nights~Stayed 2 nights~Couple~Stayed 5 nights~Submitted via mobile",21,0,3,24
Blue City Lodge,https://www.booking.com/reviews/be/hotel/alpha.en-gb.html?label=gen173nr-1DCA0oFUIFYWxwaGFIM1gEaGyIAQGYAQm4AQfIAQ3YAQPoAQGIAgGoAgO4ArWu14cGwAIB0gIkZWZlNWMyNGYtOTljNC00YWVkLTgyNGEtMmQ0OWI2YTU5N2Q02AIE4AIB;sid=cb78d8489b9c18246aa9830225a71862;customer_type=total&hp_nav=0&keep_landing=1&order=featuredreviews&page=1&r_lang=en&rows=75&,https://www.booking.com/hotel/be/alpha.en-gb.html?label=gen173nr-1DCA0oFUIFYWxwaGFIM1gEaGyIAQGYAQm4AQfIAQ3YAQPoAQGIAgGoAgO4ArWu14cGwAIB0gIkZWZlNWMyNGYtOTljNC00YWVkLTgyNGEtMmQ0OWI2YTU5N2Q02AIE4AIB;sid=cb78d8489b9c18246aa9830225a71862,6.6,Leisure trip~Stayed 1 night~Solo traveller~Budget Single Room~Standard Quadruple Room~People with friends~Group~Budget Triple Room~Stayed 3 nights~Budget Double or Twin Room~Couple~Stayed 2 nights~Submitted via mobile~Family with young children,5,0,19,24
Royal Retreat,https://www.booking.com/reviews/be/hotel/ambassador-de-panne.en-gb.html?label=gen173nr-1DCA0oFUITYW1iYXNzYWRvci1kZS1wYW5uZUgzWARobIgBAZgBCbgBB8gBDdgBA-gBAYgCAagCA7gC1sPXhwbAAgHSAiRmODRkOWI4Mi0xMmU1LTQ3ZjMtYjEzOC0xNWZkOTdmYTIzMzHYAgTgAgE;sid=cb78d8489b9c18246aa9830225a71862;customer_type=total&hp_nav=0&keep_landing=1&order=featuredreviews&page=1&r_lang=en&rows=75&,https://www.booking.com/hotel/be/ambassador-de-panne.en-gb.html?label=gen173nr-1DCA0oFUITYW1iYXNzYWRvci1kZS1wYW5uZUgzWARobIgBAZgBCbgBB8gBDdgBA-gBAYgCAagCA7gC1sPXhwbAAgHSAiRmODRkOWI4Mi0xMmU1LTQ3ZjMtYjEzOC0xNWZkOTdmYTIzMzHYAgTgAgE;sid=cb78d8489b9c18246aa9830225a71862,8.9,Leisure trip~Solo traveller~Stayed 1 night~Double Room Back Side~Double Room~People with friends~Group~Large Twin Room~Twin Room Back Side~Stayed 3 nights~Stayed 2 nights~Couple~Submitted via mobile~Family with young children,19,0,1,20
Atlantic Bay Plaza,https://www.booking.com/reviews/be/hotel/anna-penthouse.en-gb.html?label=gen173nr-1DCA0oFUIOYW5uYS1wZW50aG91c2VIM1gEaGyIAQGYAQm4AQfIAQ3YAQPoAQGIAgGoAgO4ApHH14cGwAIB0gIkNmQ4ODA3OTgtNTYwMi00NWNjLTlkMmYtNGM5MDRlOTI1OTYw2AIE4AIB;sid=cb78d8489b9c18246aa9830225a71862;customer_type=total&hp_nav=0&keep_landing=1&order=featuredreviews&page=1&r_lang=en&rows=75&,https://www.booking.com/hotel/be/anna-penthouse.en-gb.html?label=gen173nr-1DCA0oFUIOYW5uYS1wZW50aG91c2VIM1gEaGyIAQGYAQm4AQfIAQ3YAQPoAQGIAgGoAgO4ApHH14cGwAIB0gIkNmQ4ODA3OTgtNTYwMi00NWNjLTlkMmYtNGM5MDRlOTI1OTYw2AIE4AIB;sid=cb78d8489b9c18246aa9830225a71862,8.7,Three-Bedroom Apartment~Leisure trip~Stayed 1 night~People with friends~Group~Stayed 2 nights~Submitted via mobile~Family with young children,8,0,0,8
Crystal City Lodge,https://www.booking.com/reviews/be/hotel/a2b-b.en-gb.html?label=gen173nr-1DCA0oFUIFYTJiLWJIM1gEaGyIAQGYAQm4AQfIAQ3YAQPoAQGIAgGoAgO4AqSr14cGwAIB0gIkODdkNTY5M2YtOWYxMS00NzA0LThkZjUtMDU3ZGNlOGU4OGM12AIE4AIB;sid=cb78d8489b9c18246aa9830225a71862;customer_type=total&hp_nav=0&keep_landing=1&order=featuredreviews&page=1&r_lang=en&rows=75&,https://www.booking.com/hotel/be/a2b-b.en-gb.html?label=gen173nr-1DCA0oFUIFYTJiLWJIM1gEaGyIAQGYAQm4AQfIAQ3YAQPoAQGIAgGoAgO4AqSr14cGwAIB0gIkODdkNTY5M2YtOWYxMS00NzA0LThkZjUtMDU3ZGNlOGU4OGM12AIE4AIB;sid=cb78d8489b9c18246aa9830225a71862,8.5,Leisure trip~Stayed 1 night~Business trip~Double Room~Solo traveller~Stayed 2 nights~Couple~Submitted via mobile~Family with young children,5,0,1,6
Comfort Hotel,https://www.booking.com/reviews/be/hotel/antwerp-harbour.en-gb.html?label=gen173nr-1DCA0oFUIPYW50d2VycC1oYXJib3VySDNYBGhsiAEBmAEJuAEHyAEN2AED6AEBiAIBqAIDuALzqdeHBsACAdICJGE0NGIwMjdjLTVkMzQtNDQwMy1hMjhjLWI1MjljZTMwNjM4ZNgCBOACAQ;sid=6891a59907ed008c879669a398b5df5b;customer_type=total&hp_nav=0&keep_landing=1&order=featuredreviews&page=1&r_lang=en&rows=75&,https://www.booking.com/hotel/be/antwerp-harbour.en-gb.html?label=gen173nr-1DCA0oFUIPYW50d2VycC1oYXJib3VySDNYBGhsiAEBmAEJuAEHyAEN2AED6AEBiAIBqAIDuALzqdeHBsACAdICJGE0NGIwMjdjLTVkMzQtNDQwMy1hMjhjLWI1MjljZTMwNjM4ZNgCBOACAQ;sid=cb78d8489b9c18246aa9830225a71862,7.6,Twin Room with Balcony~Stayed 4 nights~Leisure trip~Standard Twin Room~Stayed 1 night~Solo traveller~Large Double Room~Standard Single Room~Group~Submitted via mobile~Stayed 10 nights~Stayed 2 nights~Couple~Business trip~Family with young children,9,0,15,24
Sunny City Inn,https://www.booking.com/reviews/be/hotel/antwerp-harbour.en-gb.html?label=gen173nr-1DCA0oFUIPYW50d2VycC1oYXJib3VySDNYBGhsiAEBmAEJuAEHyAEN2AED6AEBiAIBqAIDuALzqdeHBsACAdICJGE0NGIwMjdjLTVkMzQtNDQwMy1hMjhjLWI1MjljZTMwNjM4ZNgCBOACAQ;sid=cb78d8489b9c18246aa9830225a71862;customer_type=total;hp_nav=0;old_page=0;order=featuredreviews;page=2;r_lang=en;rows=75&,https://www.booking.com/hotel/be/antwerp-harbour.en-gb.html?label=gen173nr-1DCA0oFUIPYW50d2VycC1oYXJib3VySDNYBGhsiAEBmAEJuAEHyAEN2AED6AEBiAIBqAIDuALzqdeHBsACAdICJGE0NGIwMjdjLTVkMzQtNDQwMy1hMjhjLWI1MjljZTMwNjM4ZNgCBOACAQ;sid=cb78d8489b9c18246aa9830225a71862,7.6,Twin Room with Balcony~Stayed 4 nights~Leisure trip~Stayed 1 night~Solo traveller~Standard Twin Room~Standard Single Room~Group~People with friends~Stayed 3 nights~Submitted via mobile~Stayed 5 nights~Large Double Room~Couple~Stayed 2 nights~Business trip~Family with young children,16,2,7,25
Sunny Hotel,https://www.booking.com/reviews/be/hotel/16-grote-markt.en-gb.html?label=gen173nr-1DCA0oFUIOMTYtZ3JvdGUtbWFya3RIM1gEaGyIAQGYAQm4AQfIAQ3YAQPoAQGIAgGoAgO4Ar_H14cGwAIB0gIkZTZjZWM1ZjMtZjlmNC00NWJiLTliNzgtZjNhNmY5Y2NhOTk32AIE4AIB;sid=cb78d8489b9c18246aa9830225a71862;customer_type=total&hp_nav=0&keep_landing=1&order=featuredreviews&page=1&r_lang=en&rows=75&,https://www.booking.com/hotel/be/16-grote-markt.en-gb.html?label=gen173nr-1DCA0oFUIOMTYtZ3JvdGUtbWFya3RIM1gEaGyIAQGYAQm4AQfIAQ3YAQPoAQGIAgGoAgO4Ar_H14cGwAIB0gIkZTZjZWM1ZjMtZjlmNC00NWJiLTliNzgtZjNhNmY5Y2NhOTk32AIE4AIB;sid=cb78d8489b9c18246aa9830225a71862,9.8,Leisure trip~Solo traveller~Business trip~People with friends~Deluxe Apartment~Stayed 3 nights~Stayed 2 nights~Submitted via mobile~Family with young children,5,0,0,5
Elite City Hotel,https://www.booking.com/reviews/be/hotel/aparthotel-brusselsmidi.en-gb.html?label=gen173nr-1DCA0oFUIXYXBhcnRob3RlbC1icnVzc2Vsc21pZGlIM1gEaGyIAQGYAQm4AQfIAQ3YAQPoAQGIAgGoAgO4Aui114cGwAIB0gIkM2Q5ZjU1MjgtYTZkOC00MTBhLWFlNzAtNzlmYjhlOGI2ODQy2AIE4AIB;sid=cb78d8489b9c18246aa9830225a71862;customer_type=total&hp_nav=0&keep_landing=1&order=featuredreviews&page=1&r_lang=en&rows=75&,https://www.booking.com/hotel/be/aparthotel-brusselsmidi.en-gb.html?label=gen173nr-1DCA0oFUIXYXBhcnRob3RlbC1icnVzc2Vsc21pZGlIM1gEaGyIAQGYAQm4AQfIAQ3YAQPoAQGIAgGoAgO4Aui114cGwAIB0gIkM2Q5ZjU1MjgtYTZkOC00MTBhLWFlNzAtNzlmYjhlOGI2ODQy2AIE4AIB;sid=cb78d8489b9c18246aa9830225a71862,7.8,Stayed 4 nights~Leisure trip~Solo traveller~Standard Twin Room~Stayed 7 nights~Stayed 3 nights~Apartment~Submitted via mobile~Couple~Business trip,3,0,0,3
Elite Haven,https://www.booking.com/reviews/be/hotel/decoquisserie.en-gb.html?label=gen173nr-1DCA0oFUINZGVjb3F1aXNzZXJpZUgzWARobIgBAZgBCbgBB8gBDdgBA-gBAYgCAagCA7gCjrbXhwbAAgHSAiQ4NzI4YTAxZC1lODIwLTRkMTEtYTI5Yy1lN2EwYjI5MTk4ODTYAgTgAgE;sid=cb78d8489b9c18246aa9830225a71862;customer_type=total&hp_nav=0&keep_landing=1&order=featuredreviews&page=1&r_lang=en&rows=75&,https://www.booking.com/hotel/be/decoquisserie.en-gb.html?label=gen173nr-1DCA0oFUINZGVjb3F1aXNzZXJpZUgzWARobIgBAZgBCbgBB8gBDdgBA-gBAYgCAagCA7gCjrbXhwbAAgHSAiQ4NzI4YTAxZC1lODIwLTRkMTEtYTI5Yy1lN2EwYjI5MTk4ODTYAgTgAgE;sid=cb78d8489b9c18246aa9830225a71862,8.6,Standard Double or Twin Room~Stayed 4 nights~Leisure trip~Stayed 1 night~Deluxe Two-Bedroom Apartment~Solo traveller~One-Bedroom Apartment~Stayed 3 nights~Duplex Apartment~Deluxe Double Room~Stayed 5 nights~Loft Suite~Superior Two-Bedroom Apartment - Ground Floor~Couple~Stayed 2 nights~Submitted via mobile~Family with young children,11,0,6,17
Blue Residence,https://www.booking.com/reviews/be/hotel/appartement-peket-liege-centre.en-gb.html?label=gen173nr-1DCA0oFUIeYXBwYXJ0ZW1lbnQtcGVrZXQtbGllZ2UtY2VudHJlSDNYBGhsiAEBmAEJuAEHyAEN2AED6AEBiAIBqAIDuALgrNeHBsACAdICJDgwZWVkYmNmLWYxYzUtNGVhNC1iNThiLTViMDhmYzY2NDEwZdgCBOACAQ;sid=cb78d8489b9c18246aa9830225a71862;customer_type=total&hp_nav=0&keep_landing=1&order=featuredreviews&page=1&r_lang=en&rows=75&,https://www.booking.com/hotel/be/appartement-peket-liege-centre.en-gb.html?label=gen173nr-1DCA0oFUIeYXBwYXJ0ZW1lbnQtcGVrZXQtbGllZ2UtY2VudHJlSDNYBGhsiAEBmAEJuAEHyAEN2AED6AEBiAIBqAIDuALgrNeHBsACAdICJDgwZWVkYmNmLWYxYzUtNGVhNC1iNThiLTViMDhmYzY2NDEwZdgCBOACAQ;sid=cb78d8489b9c18246aa9830225a71862,7.8,Leisure trip~Stayed 1 night~Solo traveller~Business trip~People with friends~Group~Stayed 3 nights~Apartment~Stayed 2 nights~Couple~Submitted via mobile~Family with young children,8,0,3,11
Golden City Sanctuary,https://www.booking.com/reviews/be/hotel/suitehotel-acropolis.en-gb.html?label=gen173nr-1DCA0oFUIUc3VpdGVob3RlbC1hY3JvcG9saXNIM1gEaGyIAQGYAQm4AQfIAQ3YAQPoAQGIAgGoAgO4Au-y14cGwAIB0gIkNDYyYjBiMWEtMTkyNy00ZTQzLWFlMGUtZDczZDM5ZDgxMjY42AIE4AIB;sid=cb78d8489b9c18246aa9830225a71862;customer_type=total&hp_nav=0&keep_landing=1&order=featuredreviews&page=1&r_lang=en&rows=75&,https://www.booking.com/hotel/be/suitehotel-acropolis.en-gb.html?label=gen173nr-1DCA0oFUIUc3VpdGVob3RlbC1hY3JvcG9saXNIM1gEaGyIAQGYAQm4AQfIAQ3YAQPoAQGIAgGoAgO4Au-y14cGwAIB0gIkNDYyYjBiMWEtMTkyNy00ZTQzLWFlMGUtZDczZDM5ZDgxMjY42AIE4AIB;sid=cb78d8489b9c18246aa9830225a71862,9.1,Leisure trip~Stayed 1 night~Business trip~Solo traveller~Submitted via mobile~Stayed 2 nights~Couple~One-Bedroom Apartment~King Studio with Sofa Bed~Family with young children,4,0,0,4
Blue City Retreat,https://www.booking.com/reviews/be/hotel/adagio-access-bruxelles-europe.en-gb.html?label=gen173nr-1DCA0oFUIeYWRhZ2lvLWFjY2Vzcy1icnV4ZWxsZXMtZXVyb3BlSDNYBGhsiAEBmAEJuAEHyAEN2AED6AEBiAIBqAIDuAKgxteHBsACAdICJDVlNjY5ZmVjLWM5MjYtNGFjNS1iNmE3LTg2NTRmNzc0NWMxOdgCBOACAQ;sid=cb78d8489b9c18246aa9830225a71862;customer_type=total&hp_nav=0&keep_landing=1&order=featuredreviews&page=1&r_lang=en&rows=75&,https://www.booking.com/hotel/be/adagio-access-bruxelles-europe.en-gb.html?label=gen173nr-1DCA0oFUIeYWRhZ2lvLWFjY2Vzcy1icnV4ZWxsZXMtZXVyb3BlSDNYBGhsiAEBmAEJuAEHyAEN2AED6AEBiAIBqAIDuAKgxteHBsACAdICJDVlNjY5ZmVjLWM5MjYtNGFjNS1iNmE3LTg2NTRmNzc0NWMxOdgCBOACAQ;sid=cb78d8489b9c18246aa9830225a71862,8.7,Stayed 4 nights~Leisure trip~Studio (4 Adults)~Solo traveller~Stayed 1 night~Group~Stayed 3 nights~Submitted via mobile~Stayed 2 nights~Studio (2 Adults)~Couple~Stayed 6 nights~Business trip~Family with young children,23,0,0,23
Vintage Park Hotel,https://www.booking.com/reviews/be/hotel/adagio-access-bruxelles-europe.en-gb.html?label=gen173nr-1DCA0oFUIeYWRhZ2lvLWFjY2Vzcy1icnV4ZWxsZXMtZXVyb3BlSDNYBGhsiAEBmAEJuAEHyAEN2AED6AEBiAIBqAIDuAKgxteHBsACAdICJDVlNjY5ZmVjLWM5MjYtNGFjNS1iNmE3LTg2NTRmNzc0NWMxOdgCBOACAQ;sid=cb78d8489b9c18246aa9830225a71862;customer_type=total;hp_nav=0;old_page=0;order=featuredreviews;page=2;r_lang=en;rows=75&,https://www.booking.com/hotel/be/adagio-access-bruxelles-europe.en-gb.html?label=gen173nr-1DCA0oFUIeYWRhZ2lvLWFjY2Vzcy1icnV4ZWxsZXMtZXVyb3BlSDNYBGhsiAEBmAEJuAEHyAEN2AED6AEBiAIBqAIDuAKgxteHBsACAdICJDVlNjY5ZmVjLWM5MjYtNGFjNS1iNmE3LTg2NTRmNzc0NWMxOdgCBOACAQ;sid=cb78d8489b9c18246aa9830225a71862,8.7,Stayed 4 nights~Leisure trip~Solo traveller~Stayed 1 night~People with friends~Stayed 12 nights~Stayed 3 nights~Submitted via mobile~Stayed 10 nights~Stayed 2 nights~Studio (2 Adults)~Couple~Stayed 5 nights~Stayed 6 nights~Business trip~Family with young children,18,0,5,23
Elite View Residence,https://www.booking.com/reviews/be/hotel/adagio-access-bruxelles-europe.en-gb.html?label=gen173nr-1DCA0oFUIeYWRhZ2lvLWFjY2Vzcy1icnV4ZWxsZXMtZXVyb3BlSDNYBGhsiAEBmAEJuAEHyAEN2AED6AEBiAIBqAIDuAKgxteHBsACAdICJDVlNjY5ZmVjLWM5MjYtNGFjNS1iNmE3LTg2NTRmNzc0NWMxOdgCBOACAQ;sid=cb78d8489b9c18246aa9830225a71862;customer_type=total;hp_nav=0;old_page=0;order=featuredreviews;page=3;r_lang=en;rows=75&,https://www.booking.com/hotel/be/adagio-access-bruxelles-europe.en-gb.html?label=gen173nr-1DCA0oFUIeYWRhZ2lvLWFjY2Vzcy1icnV4ZWxsZXMtZXVyb3BlSDNYBGhsiAEBmAEJuAEHyAEN2AED6AEBiAIBqAIDuAKgxteHBsACAdICJDVlNjY5ZmVjLWM5MjYtNGFjNS1iNmE3LTg2NTRmNzc0NWMxOdgCBOACAQ;sid=cb78d8489b9c18246aa9830225a71862,8.7,Stayed 4 nights~Leisure trip~Studio (4 Adults)~Solo traveller~Business trip~Stayed 1 night~People with friends~Group~Stayed 7 nights~Stayed 12 nights~Stayed 3 nights~Stayed 2 nights~Studio (2 Adults)~Couple~Submitted via mobile~Family with young children,23,0,2,25
Elite City Tower,https://www.booking.com/reviews/be/hotel/adagio-access-bruxelles-europe.en-gb.html?label=gen173nr-1DCA0oFUIeYWRhZ2lvLWFjY2Vzcy1icnV4ZWxsZXMtZXVyb3BlSDNYBGhsiAEBmAEJuAEHyAEN2AED6AEBiAIBqAIDuAKgxteHBsACAdICJDVlNjY5ZmVjLWM5MjYtNGFjNS1iNmE3LTg2NTRmNzc0NWMxOdgCBOACAQ;sid=cb78d8489b9c18246aa9830225a71862;customer_type=total;hp_nav=0;old_page=0;order=featuredreviews;page=4;r_lang=en;rows=75&,https://www.booking.com/hotel/be/adagio-access-bruxelles-europe.en-gb.html?label=gen173nr-1DCA0oFUIeYWRhZ2lvLWFjY2Vzcy1icnV4ZWxsZXMtZXVyb3BlSDNYBGhsiAEBmAEJuAEHyAEN2AED6AEBiAIBqAIDuAKgxteHBsACAdICJDVlNjY5ZmVjLWM5MjYtNGFjNS1iNmE3LTg2NTRmNzc0NWMxOdgCBOACAQ;sid=cb78d8489b9c18246aa9830225a71862,8.7,Stayed 4 nights~Leisure trip~Solo traveller~Stayed 1 night~Group~Stayed 3 nights~Submitted via mobile~Stayed 2 nights~Studio (2 Adults)~Couple~Stayed 5 nights~Stayed 6 nights~Business trip,23,0,2,25
Silver View Haven,https://www.booking.com/reviews/be/hotel/adagio-access-bruxelles-europe.en-gb.html?label=gen173nr-1DCA0oFUIeYWRhZ2lvLWFjY2Vzcy1icnV4ZWxsZXMtZXVyb3BlSDNYBGhsiAEBmAEJuAEHyAEN2AED6AEBiAIBqAIDuAKgxteHBsACAdICJDVlNjY5ZmVjLWM5MjYtNGFjNS1iNmE3LTg2NTRmNzc0NWMxOdgCBOACAQ;sid=cb78d8489b9c18246aa9830225a71862;customer_type=total;hp_nav=0;old_page=0;order=featuredreviews;page=5;r_lang=en;rows=75&,https://www.booking.com/hotel/be/adagio-access-bruxelles-europe.en-gb.html?label=gen173nr-1DCA0oFUIeYWRhZ2lvLWFjY2Vzcy1icnV4ZWxsZXMtZXVyb3BlSDNYBGhsiAEBmAEJuAEHyAEN2AED6AEBiAIBqAIDuAKgxteHBsACAdICJDVlNjY5ZmVjLWM5MjYtNGFjNS1iNmE3LTg2NTRmNzc0NWMxOdgCBOACAQ;sid=cb78d8489b9c18246aa9830225a71862,8.7,Stayed 4 nights~Leisure trip~Studio (4 Adults)~Solo traveller~Business trip~Stayed 1 night~Group~Stayed 7 nights~Stayed 11 nights~Stayed 3 nights~Stayed 2 nights~Studio (2 Adults)~Couple~Stayed 5 nights~Submitted via mobile~Family with young children,0,3,22,25
Blue Manor,https://www.booking.com/reviews/be/hotel/adagio-access-bruxelles-europe.en-gb.html?label=gen173nr-1DCA0oFUIeYWRhZ2lvLWFjY2Vzcy1icnV4ZWxsZXMtZXVyb3BlSDNYBGhsiAEBmAEJuAEHyAEN2AED6AEBiAIBqAIDuAKgxteHBsACAdICJDVlNjY5ZmVjLWM5MjYtNGFjNS1iNmE3LTg2NTRmNzc0NWMxOdgCBOACAQ;sid=cb78d8489b9c18246aa9830225a71862;customer_type=total;hp_nav=0;old_page=0;order=featuredreviews;page=6;r_lang=en;rows=75&,https://www.booking.com/hotel/be/adagio-access-bruxelles-europe.en-gb.html?label=gen173nr-1DCA0oFUIeYWRhZ2lvLWFjY2Vzcy1icnV4ZWxsZXMtZXVyb3BlSDNYBGhsiAEBmAEJuAEHyAEN2AED6AEBiAIBqAIDuAKgxteHBsACAdICJDVlNjY5ZmVjLWM5MjYtNGFjNS1iNmE3LTg2NTRmNzc0NWMxOdgCBOACAQ;sid=cb78d8489b9c18246aa9830225a71862,8.7,Stayed 4 nights~Leisure trip~Studio (4 Adults)~Solo traveller~Business trip~Stayed 1 night~Stayed 3 nights~Stayed 2 nights~Studio (2 Adults)~Couple~Stayed 5 nights~Submitted via mobile~Family with young children,0,1,8,9
Modern Apartments,https://www.booking.com/reviews/be/hotel/trilogie.en-gb.html?label=gen173nr-1DCA0oFUIIdHJpbG9naWVIM1gEaGyIAQGYAQm4AQfIAQ3YAQPoAQGIAgGoAgO4Aui914cGwAIB0gIkMDA0NjAyY2MtMGYxMC00M2E2LWFkOTgtZTgwZWI2OGVlZDRj2AIE4AIB;sid=cb78d8489b9c18246aa9830225a71862;customer_type=total&hp_nav=0&keep_landing=1&order=featuredreviews&page=1&r_lang=en&rows=75&,https://www.booking.com/hotel/be/trilogie.en-gb.html?label=gen173nr-1DCA0oFUIIdHJpbG9naWVIM1gEaGyIAQGYAQm4AQfIAQ3YAQPoAQGIAgGoAgO4Aui914cGwAIB0gIkMDA0NjAyY2MtMGYxMC00M2E2LWFkOTgtZTgwZWI2OGVlZDRj2AIE4AIB;sid=cb78d8489b9c18246aa9830225a71862,9.1,Stayed 4 nights~Solo traveller~Stayed 3 nights~Family with young children~Couple~Stayed 1 night~Group~Apartment 2~Stayed 2 nights~Apartment 3~Submitted via mobile~Leisure trip~People with friends~Apartment 1~Apartment 6~Stayed 7 nights~Apartment 4~Apartment 5~Business trip,22,0,1,23
